CASEID,PAGO,PAGO5,PEXP,PEXP5,AGE,SEX,MARRY,NUMKID
298017,3,5,3,5,58,2,5,0
298018,3,1,1,1,52,1,1,5
298019,5,5,5,8,53,2,3,0
298020,1,1,1,1,30,1,1,2
298021,1,1,1,1,43,1,1,2
298022,3,1,3,3,51,2,1,1
298023,1,1,1,3,73,1,1,0
298024,1,1,1,1,37,1,1,0
298025,5,3,3,5,46,1,5,0
298026,1,1,3,3,72,2,1,0
298027,1,1,1,1,55,1,1,3
298028,5,1,1,1,25,2,1,0
298029,1,1,3,1,64,1,1,0
298030,1,1,1,1,27,1,5,0
298031,3,3,3,5,55,1,1,0
298032,3,3,3,3,86,1,4,0
298033,1,1,3,3,69,1,1,0
298034,3,1,5,5,69,2,3,0
298035,5,5,5,1,54,1,3,0
298036,5,5,3,1,53,2,3,0
298037,1,1,1,1,87,2,4,0
298038,1,1,3,1,64,1,1,0
298039,3,1,3,3,50,2,1,1
298040,1,1,5,5,66,1,3,0
298041,1,1,1,1,23,2,1,0
298042,1,5,1,1,18,1,5,2
298043,3,1,1,8,46,1,3,0
298044,5,5,1,8,54,2,5,0
298045,1,1,1,1,62,1,3,0
298046,5,5,3,3,81,2,1,0
298047,1,1,3,1,27,1,5,0
298048,3,1,3,3,72,2,1,0
298049,1,1,3,3,59,1,3,0
298050,1,1,3,3,40,2,1,1
298051,3,1,3,1,42,1,1,2
298052,1,1,1,1,37,1,5,0
298053,3,3,5,1,72,1,1,0
298054,5,1,5,5,22,2,5,0
298055,5,3,3,1,61,1,1,0
298056,1,3,1,1,58,1,1,1
298057,1,1,1,3,62,1,1,0
298058,5,5,1,3,87,2,5,0
298059,1,1,1,1,30,1,1,0
298060,5,5,5,5,68,2,1,0
298061,1,3,3,1,29,1,1,0
298062,5,5,1,1,60,2,1,0
298063,5,5,8,1,47,2,5,1
298064,1,1,1,1,37,1,1,2
298065,1,1,1,1,31,1,5,0
298066,3,5,1,1,57,1,1,0
298067,1,1,3,1,27,1,5,0
298068,5,1,3,1,65,2,3,0
298069,3,1,1,1,51,1,5,3
298070,5,1,3,3,66,1,4,0
298071,3,1,1,1,30,1,5,0
298072,5,1,5,5,36,2,1,3
298073,5,1,1,1,33,2,1,0
298074,1,1,1,8,57,2,1,0
298075,3,5,3,1,22,1,5,0
298076,3,1,3,3,77,1,4,0
298077,5,1,5,8,69,2,1,0
298078,1,3,1,1,25,2,1,1
298079,1,1,1,1,28,1,5,0
298080,5,3,3,1,51,2,3,0
298081,3,1,1,1,65,1,1,1
298082,5,5,5,1,59,1,1,0
298083,5,5,3,1,67,2,5,0
298084,1,1,1,1,45,2,3,1
298085,1,5,1,1,66,1,1,3
298086,3,1,3,5,62,1,1,0
298087,5,1,3,5,26,2,1,0
298088,1,1,1,1,33,2,1,0
298089,1,1,1,1,34,1,1,3
298090,1,1,1,1,38,1,5,0
298091,1,1,3,1,40,1,1,5
298092,5,5,1,1,71,2,4,0
298093,5,1,1,1,24,1,5,0
298094,3,1,3,1,32,1,5,0
298095,3,1,1,1,62,1,1,0
298096,1,1,1,3,54,2,1,0
298097,1,1,1,1,59,1,1,0
298098,5,5,3,3,63,2,1,0
298099,1,1,3,1,36,2,5,1
298100,1,1,3,3,23,1,5,0
298101,1,5,3,3,62,2,1,0
298102,3,1,3,1,25,1,1,0
298103,1,5,3,3,60,2,1,0
298104,3,1,3,1,43,2,1,3
298105,1,1,3,1,40,2,5,0
298106,5,5,3,3,39,1,3,2
298107,5,1,1,1,43,2,5,1
298108,1,1,1,1,39,2,1,1
298109,5,1,1,1,26,2,5,0
298110,1,1,1,1,23,2,5,0
298111,1,1,1,3,56,1,1,0
298112,3,3,3,1,37,2,1,3
298113,1,1,3,1,21,1,5,0
298114,1,1,1,1,31,2,5,0
298115,3,5,3,3,68,1,1,0
298116,1,1,3,3,75,1,1,0
298117,5,5,5,1,43,1,1,1
298118,5,1,5,3,42,1,1,3
298119,1,1,3,1,52,1,1,0
298120,1,1,3,1,23,2,5,0
298121,3,5,5,5,77,1,1,0
298122,1,1,1,1,36,1,5,0
298123,3,1,5,5,54,1,1,0
298124,1,1,1,1,39,1,5,0
298125,1,1,3,3,88,2,1,0
298126,1,3,1,3,69,1,1,0
298127,1,1,3,1,49,1,1,2
298128,3,1,1,3,83,1,1,0
298129,1,3,3,3,73,1,1,0
298130,3,3,3,5,74,1,1,0
298131,3,5,3,9,45,1,1,3
298132,5,5,1,3,64,1,1,0
298133,1,1,3,3,65,2,1,0
298134,1,1,3,3,44,1,3,0
298135,1,1,1,1,67,1,3,0
298136,1,1,3,1,33,2,1,1
298137,1,1,1,1,47,2,1,1
298138,3,3,3,1,74,2,1,0
298139,3,1,1,3,71,1,3,0
298140,1,1,3,3,44,2,1,1
298141,1,1,1,1,58,1,1,1
298142,1,1,1,1,24,2,1,0
298143,3,1,3,1,39,2,1,2
298144,1,1,8,8,47,1,1,3
298145,5,8,1,1,53,2,1,1
298146,3,1,3,3,63,2,1,0
298147,3,1,1,1,47,1,1,0
298148,3,1,1,3,46,2,3,1
298149,5,5,1,1,53,1,3,2
298150,1,1,1,1,25,1,1,0
298151,5,5,3,1,79,1,1,3
298152,1,1,5,5,73,2,1,0
298153,5,5,3,3,76,1,1,0
298154,1,1,3,3,34,2,1,1
298155,1,1,1,1,40,2,1,2
298156,1,1,1,3,63,2,4,0
298157,1,1,3,3,29,1,1,0
298158,1,1,1,1,19,2,5,0
298159,3,1,3,5,37,1,1,0
298160,3,1,5,5,73,2,1,0
298161,1,1,3,1,25,2,5,0
298162,1,1,3,1,69,2,4,0
298163,5,1,1,1,30,1,1,3
298164,1,1,3,5,18,1,5,2
298165,1,1,1,1,53,2,5,0
298166,3,5,3,3,42,2,1,0
298168,1,1,1,1,74,1,3,0
298169,8,1,1,1,40,2,3,0
298170,3,1,1,1,47,1,3,0
298171,3,1,5,8,67,1,1,0
298172,3,1,3,1,72,2,4,0
298173,1,3,3,3,71,1,1,0
298174,5,5,3,1,34,1,5,0
298175,1,1,1,1,73,2,1,0
298176,1,1,5,1,29,1,5,0
298177,3,5,1,1,34,2,1,3
298178,5,1,5,1,58,1,1,2
298179,5,1,1,1,34,2,5,0
298180,3,1,3,1,47,1,3,2
298181,5,1,3,1,20,2,5,2
298182,1,1,1,1,38,1,1,3
298183,5,1,3,3,30,1,3,0
298184,3,1,1,1,27,1,1,0
298185,1,1,5,3,92,2,4,0
298186,1,1,1,3,56,1,3,0
298187,3,1,3,3,68,1,1,0
298188,5,5,1,1,56,2,1,0
298189,1,1,3,3,78,2,1,0
298190,3,5,3,3,67,2,1,0
298191,3,1,1,3,69,1,1,0
298192,3,1,3,1,79,1,1,0
298193,1,1,3,3,64,1,1,0
298194,1,5,1,1,34,2,5,0
298195,1,1,1,1,46,1,1,5
298196,3,3,3,3,75,2,1,0
298197,1,1,1,1,77,1,1,0
298198,1,1,3,3,50,1,4,0
298199,3,3,3,3,87,1,1,0
298200,3,5,3,1,60,2,3,0
298201,5,5,1,3,61,1,1,0
298202,1,1,1,1,42,1,5,0
298203,1,5,3,1,21,1,5,0
298204,1,1,3,1,58,1,1,2
298205,1,1,3,1,46,1,5,0
298206,3,3,1,3,48,1,1,3
298207,3,1,3,3,61,1,1,0
298208,1,5,3,3,67,1,1,0
298209,3,5,1,1,38,1,3,0
298210,5,5,3,5,68,1,4,0
298211,1,1,3,1,65,2,4,0
298212,3,3,3,1,67,2,5,0
298213,3,3,5,5,69,1,3,0
298214,3,1,3,1,26,2,5,4
298215,3,3,3,3,73,1,4,0
298216,1,1,1,1,37,1,1,1
298217,3,5,5,5,81,1,1,0
298218,1,5,1,1,35,1,1,4
298219,5,1,3,3,27,1,5,0
298220,5,5,5,5,80,1,3,0
298221,1,1,3,3,78,1,3,0
298222,3,1,1,1,37,1,5,0
298223,1,1,1,1,41,1,1,0
298224,1,1,3,3,58,2,3,0
298225,3,1,3,1,52,2,3,1
298226,1,1,1,1,56,2,1,0
298227,3,5,1,1,32,1,1,0
298228,1,1,3,3,65,1,3,0
298229,1,1,1,1,76,1,5,0
298230,3,3,3,5,74,2,1,0
298231,3,1,5,9,81,1,5,0
298232,1,1,3,3,78,2,1,0
298233,5,1,1,3,56,1,1,3
298234,1,1,1,1,50,1,1,0
298235,1,1,3,3,38,2,5,0
298236,3,3,3,3,48,1,5,0
298237,5,5,5,5,59,2,3,0
298238,5,1,5,1,27,1,5,0
298239,1,1,1,1,30,1,3,0
298240,5,1,5,8,71,1,1,0
298241,3,3,1,1,71,1,1,0
298242,3,1,5,3,76,1,1,0
298243,1,1,3,1,32,1,1,0
298244,1,1,3,3,70,2,1,0
298245,3,1,5,3,24,1,5,0
298246,5,5,5,5,80,2,4,0
298247,1,1,3,1,28,1,1,2
298248,5,5,5,3,51,1,5,0
298249,1,1,3,3,36,1,5,0
298250,1,1,1,1,39,2,1,3
298251,1,5,3,3,65,2,5,0
298252,1,1,3,1,28,1,1,2
298253,1,1,1,3,37,1,1,0
298254,1,1,3,3,58,1,1,0
298255,5,5,5,5,61,2,3,1
298256,1,1,1,5,29,1,5,0
298257,5,1,5,8,35,1,1,1
298258,3,3,3,3,58,1,1,0
298259,3,3,3,3,63,1,1,0
298260,3,1,5,5,69,2,1,0
298261,3,5,8,5,62,2,1,0
298262,5,5,3,3,65,2,3,0
298263,5,5,1,1,44,1,5,0
298264,1,1,3,3,60,1,1,1
298265,3,1,3,1,44,1,1,0
298266,3,1,3,1,37,1,1,3
298267,3,1,3,3,35,1,1,3
298268,3,1,3,3,61,1,1,0
298269,1,1,5,5,50,1,1,2
298270,3,1,3,8,68,1,1,0
298271,3,5,5,3,73,1,1,0
298272,1,3,3,5,74,1,1,0
298273,3,1,3,1,63,2,1,0
298274,1,1,1,1,64,1,5,0
298275,5,1,1,1,60,1,1,0
298276,1,1,1,1,21,1,5,0
298277,5,1,1,1,62,1,1,0
298278,5,1,1,1,33,1,1,0
298279,1,1,1,1,31,1,1,4
298280,5,1,1,1,48,2,1,0
298281,3,5,3,3,69,2,5,0
298282,1,1,3,1,20,1,5,1
298283,1,3,3,3,56,1,5,0
298284,1,1,1,1,62,2,1,0
298285,3,1,1,1,58,2,1,0
298286,3,1,3,1,53,1,1,0
298287,5,1,3,1,46,1,1,3
298288,1,1,3,1,51,1,1,0
298289,5,1,1,1,26,2,1,0
298290,3,1,3,1,31,2,5,0
298291,5,5,3,1,26,1,5,0
298292,1,1,1,1,64,1,1,0
298293,1,1,3,3,54,1,1,0
298294,1,1,3,3,31,1,5,0
298295,5,5,5,1,51,2,1,0
298296,3,1,3,1,57,2,1,0
298297,1,1,1,1,57,1,1,2
298298,5,1,1,1,29,2,5,0
298299,3,1,1,1,30,1,1,0
298300,3,1,1,1,42,2,1,2
298301,3,3,1,1,70,2,1,0
298302,3,5,3,3,68,1,1,0
298303,1,1,8,1,49,2,1,1
298304,3,1,5,5,82,2,4,0
298305,1,1,3,1,41,1,1,0
298306,1,3,3,3,74,1,1,0
298307,3,3,3,3,68,1,1,0
298308,1,1,3,3,74,1,5,0
298309,3,1,5,5,60,1,1,1
298310,1,1,1,1,68,1,1,2
298311,1,1,3,3,52,1,1,0
298312,5,1,3,3,65,2,1,0
298313,1,1,1,1,40,1,5,0
298314,1,5,1,1,65,2,3,1
298315,1,1,1,1,49,1,1,1
298316,1,1,3,1,58,1,1,0
298317,5,3,5,8,63,1,3,0
298318,1,1,3,1,19,1,5,5
298319,1,1,3,1,52,2,5,2
298320,1,1,3,3,31,1,5,0
298321,1,3,5,1,59,1,1,0
298322,5,5,5,5,54,1,1,0
298323,3,5,1,1,56,1,1,0
298324,3,3,1,1,19,1,5,1
298325,1,8,5,5,66,1,3,0
298326,3,1,1,1,39,1,1,5
298327,5,8,3,3,73,1,1,0
298329,3,3,8,5,53,2,1,0
298330,1,1,5,5,76,1,1,0
298331,1,1,1,1,78,1,1,0
298332,5,1,3,3,36,1,1,4
298333,5,1,5,1,25,2,5,0
298334,5,1,1,1,72,1,3,0
298335,1,1,3,1,48,1,3,1
298336,1,1,1,3,37,2,5,0
298337,3,1,5,3,47,1,3,1
298338,1,1,3,3,35,1,5,0
298339,5,5,1,3,69,2,3,0
298340,1,3,1,1,69,1,1,0
298341,1,1,3,1,46,1,1,2
298342,5,5,1,5,64,2,5,0
298343,3,1,8,1,38,2,1,3
298344,1,1,1,1,63,1,1,0
298346,5,1,5,5,54,1,1,1
298347,1,1,1,1,26,1,5,0
298349,1,1,1,1,45,1,1,1
298350,3,5,1,1,26,1,1,1
298351,1,1,1,1,19,1,5,2
298352,5,1,1,1,22,2,5,0
298353,1,1,3,1,19,2,5,0
298354,1,1,3,3,38,2,5,0
298355,1,1,3,1,27,1,1,2
298356,5,1,1,1,25,1,1,0
298357,1,1,1,1,71,1,1,0
298358,1,1,1,1,29,1,1,5
298359,3,1,3,1,57,2,1,0
298360,5,5,1,1,51,2,3,0
298361,5,3,5,8,73,1,4,0
298362,5,5,1,1,58,2,1,0
298363,1,1,1,1,24,1,5,0
298364,3,5,1,1,24,1,5,0
298365,1,1,3,3,62,2,4,0
298366,5,1,5,5,65,1,1,0
298368,3,1,8,5,53,2,1,2
298369,3,1,1,1,22,1,5,2
298370,1,5,5,5,52,1,1,1
298371,3,1,3,1,27,1,5,0
298372,1,1,1,1,37,1,5,3
298373,3,1,1,1,33,1,5,0
298374,5,1,5,5,44,1,5,0
298375,8,1,8,5,25,1,5,0
298376,1,1,5,5,53,1,1,3
298377,3,1,3,3,33,2,1,1
298378,1,1,3,1,27,1,5,0
298379,1,1,3,3,83,1,1,0
298380,5,1,3,1,35,1,3,0
298381,3,3,5,3,51,1,1,2
298382,1,1,1,1,39,1,1,3
298383,5,5,5,5,71,2,3,0
298384,5,1,3,1,39,1,3,3
298385,1,1,1,1,41,1,3,2
298386,1,1,1,1,34,2,5,0
298387,5,5,5,3,70,2,4,3
298388,1,1,1,1,23,2,5,0
298389,1,5,3,3,91,2,4,0
298390,3,1,5,3,68,2,1,0
298391,1,1,1,1,40,2,5,0
298392,5,1,5,1,58,1,1,0
298393,1,1,3,1,48,1,1,3
298394,5,1,1,1,52,2,1,0
298395,1,1,3,3,69,1,3,0
298396,3,3,5,5,60,2,1,0
298397,1,5,3,3,42,1,5,0
298398,1,1,1,1,24,1,1,0
298400,1,1,3,1,36,1,5,0
298401,3,1,3,3,59,1,1,0
298402,3,3,3,3,60,2,5,0
298403,1,5,1,3,62,1,3,0
298404,5,1,5,5,56,1,1,0
298405,3,1,1,1,23,2,5,0
298406,3,1,1,1,36,2,1,4
298407,1,1,1,1,39,1,1,1
298408,5,1,5,1,26,2,5,0
298409,5,1,3,3,82,2,4,0
298410,1,1,1,3,64,1,5,0
298411,5,5,5,8,65,1,3,0
298412,3,3,1,1,43,1,3,2
298413,5,1,5,1,39,1,1,2
298414,3,1,3,3,43,1,5,0
298415,5,3,3,1,31,1,1,0
298416,1,1,3,3,70,2,4,0
298417,1,1,1,1,24,1,1,1
298418,1,1,1,1,26,1,5,0
298419,1,3,3,3,43,2,1,2
298420,3,1,1,1,37,1,1,2
298421,1,1,1,1,41,1,1,1
298422,3,1,1,1,70,1,3,0
298423,1,1,3,1,52,1,1,2
298424,5,5,3,1,55,2,1,0
298425,1,1,3,3,38,1,3,0
298426,5,5,5,3,34,1,1,3
298427,5,1,8,8,31,2,1,0
298428,1,1,3,3,60,1,1,1
298429,1,5,5,5,67,1,5,0
298430,3,5,5,5,29,1,5,0
298431,3,1,3,1,76,1,1,0
298432,3,3,1,1,62,1,1,0
298433,5,5,5,5,78,1,1,0
298434,1,1,1,1,28,1,1,3
298435,5,5,5,8,72,2,1,0
298436,5,5,1,1,72,2,3,0
298437,1,8,8,1,29,1,1,0
298438,1,5,3,3,39,2,1,1
298439,5,5,1,1,40,2,1,3
298440,3,1,1,1,52,1,1,1
298441,1,1,1,1,42,2,1,0
298442,1,1,1,1,33,2,3,4
298443,5,1,1,1,57,2,5,0
298444,3,3,3,3,56,2,3,0
298445,5,5,3,3,72,1,1,0
298446,1,3,8,8,50,1,3,0
298447,5,5,3,5,53,1,1,0
298448,5,5,1,1,25,2,5,2
298449,3,3,3,5,66,1,5,0
298450,5,1,5,5,74,1,4,0
298451,5,1,3,1,20,1,5,0
298452,3,5,5,5,75,1,1,0
298453,5,1,5,3,51,2,1,1
298454,3,1,3,1,33,1,1,3
298455,5,1,1,1,62,2,1,0
298456,1,1,3,1,27,1,5,0
298457,5,3,3,5,42,1,1,1
298458,5,5,1,1,68,1,1,1
298459,3,1,3,1,47,2,1,2
298460,3,1,1,1,75,2,1,0
298461,3,1,3,3,37,1,1,0
298462,1,1,1,1,71,1,3,0
298463,1,1,1,1,51,1,3,0
298464,1,1,3,1,24,1,5,0
298465,3,5,5,5,56,1,1,2
298466,3,1,5,5,68,2,5,0
298467,3,1,3,1,34,2,1,2
298468,5,5,3,1,50,1,1,2
298469,5,5,3,3,39,1,5,0
298470,5,5,1,1,47,1,1,1
298471,3,1,3,3,58,2,1,0
298472,1,1,3,1,41,1,1,2
298473,5,5,5,5,63,1,4,0
298474,3,1,1,3,79,1,1,0
298475,5,1,5,5,69,2,4,0
298476,5,5,5,5,63,2,1,0
298477,5,3,5,5,74,1,3,0
298478,3,1,3,3,29,2,1,1
298479,1,1,3,3,44,2,1,4
298480,5,5,9,3,90,1,4,0
298481,1,1,1,1,47,2,3,0
298482,3,3,5,1,33,2,5,0
298483,3,3,3,3,72,1,1,0
298484,5,1,1,3,57,2,4,0
298485,1,5,1,1,22,1,1,1
298486,3,5,3,3,64,2,3,1
298487,1,1,1,1,27,1,5,0
298488,3,1,3,1,41,1,5,0
298489,3,5,3,5,29,1,1,0
298490,1,1,3,1,19,1,5,2
298491,5,5,5,1,50,1,1,2
298492,1,1,3,1,26,2,1,1
298493,3,1,1,1,46,1,1,1
298494,1,1,1,1,38,2,1,0
298495,3,3,5,5,57,2,1,0
298496,1,1,3,3,19,1,5,1
298497,5,5,3,3,51,2,1,0
298498,1,1,8,3,69,2,1,0
298499,1,1,1,1,35,1,3,0
298500,5,5,5,3,68,1,3,0
298501,1,1,3,3,52,1,1,2
298502,1,1,3,3,68,1,3,0
298503,5,1,1,1,34,2,1,2
298504,1,1,1,1,27,1,5,0
298505,3,5,3,3,71,2,4,0
298506,3,1,3,1,63,1,1,0
298507,5,1,3,1,18,2,5,3
298508,5,1,3,1,21,2,5,1
298510,5,5,5,1,24,2,5,3
298511,1,1,3,3,64,2,3,0
298512,1,1,3,5,67,1,1,0
298513,1,1,1,1,48,1,1,0
298514,5,1,5,1,50,1,1,2
298515,1,1,3,1,28,1,1,0
298516,1,5,1,1,33,1,1,0
298517,1,1,3,1,32,1,1,0
298518,1,3,1,1,50,1,1,2
298519,5,3,3,3,61,2,1,0
298520,5,5,1,1,55,1,5,0
298521,3,1,3,3,28,1,1,1
298522,3,1,3,3,85,2,4,0
298523,3,1,8,8,45,2,1,2
298524,1,1,1,1,25,1,5,1
298525,1,1,3,3,39,2,1,2
298526,3,1,3,1,41,1,1,4
298527,3,1,3,5,44,2,1,3
298528,3,1,3,1,47,2,1,2
298529,1,1,1,1,64,1,1,0
298530,1,1,1,1,28,2,1,0
298531,3,5,3,3,76,1,1,0
298532,3,1,3,1,45,2,1,0
298533,1,1,1,1,29,1,1,1
298534,1,5,3,3,54,2,1,0
298535,3,3,3,3,46,1,1,0
298536,5,1,3,1,46,1,1,1
298537,5,1,1,3,63,1,3,0
298538,5,5,5,5,53,1,5,1
298539,3,1,5,5,60,1,1,0
298540,1,1,3,3,52,1,3,0
298541,5,5,5,5,57,1,3,1
298542,3,1,3,3,43,2,3,2
298543,5,3,3,1,51,2,3,0
298544,5,5,5,9,48,1,1,3
298545,3,1,1,8,68,2,1,0
298546,3,3,3,3,66,2,3,0
298547,1,1,3,3,69,1,3,0
298548,5,1,3,5,36,1,1,2
298549,3,5,3,1,55,1,5,0
298550,3,3,3,5,52,1,1,0
298551,5,5,3,3,71,1,4,0
298552,1,1,1,1,35,2,1,5
298553,3,1,1,1,42,1,3,0
298554,1,1,1,1,43,1,5,0
298555,5,1,1,1,58,1,1,0
298556,1,1,3,1,22,2,1,0
298557,1,1,8,3,30,1,1,0
298558,3,3,3,3,91,1,4,0
298559,1,1,1,1,26,2,5,0
298560,5,5,5,5,74,1,1,0
298561,1,1,1,1,21,1,5,0
298562,5,1,3,3,43,2,3,0
298563,5,1,5,3,55,1,1,1
298564,1,1,1,1,36,2,1,2
298565,5,1,5,1,38,1,1,3
298566,5,1,5,8,49,1,1,2
298567,5,3,5,5,75,1,1,0
298568,5,5,5,5,74,1,5,1
298569,1,1,1,1,64,2,4,0
298570,3,5,1,1,37,1,1,0
298571,1,1,3,1,56,1,1,0
298572,5,5,1,1,70,2,5,3
298573,3,1,1,1,75,1,1,0
298574,3,1,3,3,48,2,1,2
298575,5,1,5,8,70,2,1,0
298576,1,1,3,1,34,1,1,1
298577,5,1,3,5,47,2,1,0
298578,5,5,5,5,67,1,1,0
298579,1,1,8,1,73,1,1,0
298580,3,3,3,5,63,2,1,0
298581,5,1,3,3,40,1,1,2
298582,1,1,5,1,58,1,1,1
298583,5,5,3,1,33,1,5,1
298584,1,1,1,1,37,1,1,1
298585,1,3,1,1,71,1,3,0
298586,1,1,3,3,25,1,5,0
298587,5,1,5,5,59,1,1,0
298588,5,5,5,5,44,1,5,0
298589,1,1,5,1,44,1,1,0
298590,1,1,1,1,70,2,1,0
298591,3,1,1,1,46,1,1,0
298592,5,5,1,1,56,1,1,2
298593,3,1,8,8,37,2,1,4
298594,3,1,3,3,78,1,1,0
298595,3,5,5,1,61,1,1,4
298597,3,3,3,3,34,1,5,0
298598,5,5,3,3,64,1,1,0
298599,3,1,3,3,37,2,1,1
298600,1,1,3,1,45,2,1,1
298601,3,3,3,3,83,2,1,0
298602,5,5,3,1,38,2,1,1
298603,1,1,3,1,37,2,1,0
298604,1,1,1,1,62,2,3,0
298605,5,5,3,5,48,2,1,2
298606,5,5,1,8,36,2,5,0
298607,3,1,1,5,25,1,5,0
298608,5,5,1,1,52,2,3,0
298609,5,5,3,1,51,1,1,3
298610,5,5,3,3,60,2,1,0
298611,1,5,3,3,69,1,1,0
298612,5,5,1,1,27,1,5,0
298613,5,5,3,3,65,2,1,0
298614,1,1,1,1,69,2,3,0
298615,3,1,3,3,71,2,3,0
298616,3,1,3,3,56,2,1,0
298617,1,1,3,1,62,2,1,0
298618,3,3,1,1,76,1,1,0
298619,5,5,1,1,34,2,5,4
298620,1,1,3,1,39,1,1,3
298621,1,1,1,1,39,1,1,2
298622,1,1,3,1,37,1,3,3
298623,3,1,3,3,60,1,1,0
298624,5,5,5,5,70,2,1,0
298625,3,1,3,3,76,2,4,0
298626,5,5,5,5,60,1,1,0
298627,1,1,1,1,47,1,1,1
298628,3,1,3,1,70,1,1,0
298629,1,1,3,3,46,2,1,0
298630,1,1,3,3,69,1,1,0
298631,3,5,3,3,42,1,3,1
298632,1,1,1,1,44,1,1,0
298633,3,1,3,1,74,2,4,0
298634,1,1,1,1,22,1,5,0
298635,1,1,1,1,27,2,1,0
298636,5,5,1,3,77,1,1,0
298637,3,5,5,5,76,1,1,0
298638,3,5,5,5,72,2,4,0
298639,5,3,5,8,71,1,1,0
298640,3,5,3,3,66,1,3,0
298641,5,3,5,5,56,2,1,0
298642,3,1,1,1,70,1,5,0
298643,1,1,3,1,65,1,1,0
298644,1,1,1,1,27,2,1,2
298645,5,5,8,1,57,2,3,0
298646,1,1,5,1,35,1,5,0
298647,1,1,3,1,41,2,1,3
298648,3,1,1,1,50,2,3,0
298649,1,1,1,3,68,2,3,0
298650,3,3,3,3,58,2,1,1
298651,3,1,3,3,55,1,1,0
298652,1,3,3,3,75,1,1,0
298653,3,5,5,5,69,2,3,0
298654,1,1,1,1,23,1,5,0
298655,5,3,1,1,79,1,1,0
298656,3,3,3,3,72,1,4,0
298657,3,1,5,5,33,1,1,0
298658,3,1,3,5,73,1,1,0
298659,3,3,3,3,76,2,1,0
298660,1,1,3,3,59,1,1,0
298661,3,1,5,8,91,1,4,0
298662,5,1,5,5,54,1,1,0
298663,3,1,3,3,58,2,1,0
298664,1,1,3,5,31,1,1,0
298665,3,1,5,5,32,1,1,0
298666,5,1,3,3,62,2,3,0
298667,3,1,5,5,66,2,1,0
298668,3,1,3,1,63,2,3,0
298669,3,5,3,8,64,1,4,0
298670,3,1,3,3,63,1,1,0
298671,5,5,5,5,76,1,3,0
298672,3,5,5,5,61,2,1,1
298673,5,5,3,5,66,2,3,0
298674,5,3,5,1,56,1,3,0
298675,5,5,1,1,69,2,1,0
298676,1,1,8,1,51,1,5,1
298677,3,1,1,1,24,1,5,1
298678,5,1,1,1,36,2,1,0
298679,5,1,5,5,63,2,1,0
298680,3,1,3,3,62,2,5,0
298681,1,1,3,3,43,2,1,3
298682,1,1,1,1,31,1,1,1
298683,1,1,3,3,67,1,1,0
298684,1,1,3,1,61,1,1,0
298685,5,5,5,5,69,2,4,0
298686,1,1,1,3,78,2,1,0
298687,3,1,5,5,74,1,1,0
298688,5,5,5,5,53,1,3,0
298689,5,1,5,5,59,2,1,0
298690,1,1,1,1,23,1,5,0
298691,5,1,1,1,31,1,5,0
298692,5,1,3,1,58,2,1,0
298693,1,3,5,5,74,1,1,0
298694,1,1,1,3,19,2,1,0
298695,3,3,3,3,70,1,1,0
298696,3,1,5,5,41,2,1,0
298697,1,1,1,1,50,1,1,1
298698,1,1,1,1,22,2,5,0
298699,3,1,3,5,56,1,3,1
298700,5,1,3,8,60,2,1,0
298701,1,1,5,5,58,2,3,0
298702,5,5,5,5,57,1,1,0
298703,3,1,5,5,46,2,1,0
298704,5,8,5,8,83,1,5,0
298705,1,1,3,1,34,1,1,1
298706,1,3,3,1,45,2,1,2
298707,1,1,3,1,53,1,1,2
298708,1,1,3,3,78,1,4,4
298709,3,1,3,5,70,1,4,0
298710,1,1,3,1,33,1,1,3
298711,3,3,3,3,76,1,1,0
298712,3,1,3,1,54,2,1,0
298713,1,1,3,3,56,1,1,0
298714,5,1,1,1,62,2,3,0
298715,1,1,3,3,41,2,1,3
298716,5,5,5,5,59,1,1,0
298717,5,1,3,1,49,1,1,2
298718,1,1,5,3,74,1,1,0
298719,1,1,1,1,34,1,1,0
298720,1,1,1,1,38,1,5,0
298721,5,5,1,1,53,1,1,0
298722,1,1,3,3,43,1,1,2
298723,1,1,3,3,39,1,1,2
298724,5,5,3,5,72,2,1,0
298725,3,3,3,3,70,2,1,0
298726,3,1,3,3,31,1,1,3
298727,1,3,1,1,63,2,1,0
298728,5,5,3,3,65,2,1,0
298729,3,1,3,3,32,2,5,0
298730,5,5,3,1,64,1,5,0
298731,5,5,3,3,83,2,1,0
298732,3,1,1,1,57,1,3,0
298733,1,1,5,3,36,1,1,4
298734,3,1,1,1,31,1,1,3
298735,1,1,3,3,60,2,1,0
298736,1,1,1,1,32,1,1,0
298737,3,5,3,5,76,1,1,0
298738,1,1,3,3,70,1,3,0
298739,3,3,3,3,59,2,4,0
298740,3,1,3,1,28,1,5,0
298741,3,3,1,1,52,1,5,0
298742,3,1,3,5,30,1,1,1
298743,5,5,5,5,76,2,1,0
298744,1,1,1,1,76,1,1,0
298745,5,5,3,3,67,2,1,0
298746,1,1,1,1,28,2,1,0
298747,1,3,3,3,87,2,1,0
298748,1,1,3,3,63,1,1,0
298749,5,1,1,1,22,2,5,0
298750,3,1,3,3,71,2,1,0
298751,5,1,3,1,41,1,1,2
298752,1,1,3,3,76,1,1,0
298753,5,5,1,1,42,1,1,2
298754,5,1,3,3,66,2,1,0
298755,1,1,3,3,26,1,5,0
298756,1,1,5,5,59,1,1,0
298757,3,1,5,1,65,2,4,0
298758,3,5,5,5,57,1,1,0
